id,object_ref,category,date,type,floor,rent,rent_add,rent_net,rooms,area,year_built,street_number,city,zip
3000494951,51211.01.0201,rent,2021-09-30T14:31:24.259142,,2,1440,340,1100,,97,1964,Bruggwaldstr. 1,St. Gallen,9008
3001214688,999940.02.00102,rent,2021-09-30T14:31:24.326924,,1,1530,,,,82,2009,Waldaustr. 8,St. Gallen,9000
3001076521,4992.1011,rent,2021-09-30T14:31:24.346664,,1,1450,,,,,,Rorschacherstrasse 165,St. Gallen,9000
3001237765,12205.01.10300,rent,2021-09-30T14:31:24.380092,,3,1500,,,,114,,Rorschacherstrasse 123,St. Gallen,9000
3001145344,04104.01.0001,rent,2021-09-30T14:31:24.401683,,GF,1500,,,,100,,Röschstrasse 11,St. Gallen,9000
108761792,hgok2876852,rent,2021-09-30T14:31:24.416359,,4,1745,200,1545,,100,1900,Berneggstrasse 28,St. Gallen,9000
3001384888,211-2.uze.4100-2024,rent,2021-09-30T14:31:24.456033,,2,1470,,,,90,,Teufenerstrasse 95,St. Gallen,9000
3001237750,1030.01.100001,rent,2021-09-30T14:31:24.467030,,GF,1500,,,,98,,Gottfried-Keller-Strasse 12,St. Gallen,9000
3001252609,54648.01.0201,rent,2021-09-30T14:31:24.767382,,2,1470,,,,,,Scheibenackerstrasse 9,St. Gallen,9000
3001365923,1076.1005.884456.4f4a1c55-1b68-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:24.783666,,3,1680,180,1500,,,,Torstrasse 11,St. Gallen,9000
3001280772,174.uze.4100-1032,rent,2021-09-30T14:31:24.810756,,3,1420,,,,,,Teufenerstrasse 93,St. Gallen,9000
3001317298,4700.1031-04,rent,2021-09-30T14:31:24.831234,,3,1420,,,,90,,Rehburgstrasse 1,St. Gallen,9000
3001317299,4700.2032-04,rent,2021-09-30T14:31:24.971545,,3,1390,,,,,,Rorschacherstrasse 164,St. Gallen,9000
3001382190,Axensteinstrasse192OG,rent,2021-09-30T14:31:24.994755,,,1500,,,,,,Axensteinstr. 19,St. Gallen,9000
3001373919,886583.6b79274b-1d09-11ec-842e-005056bdbc06,rent,2021-09-30T14:31:25.016022,,2,1400,,,,115,,Kreuzbleichestrasse 7,St. Gallen,9000
3001372173,rr8ed.2mkaw,rent,2021-09-30T14:31:25.031642,,2,1660,210,1450,,84,1924,Falkensteinstrasse 72,St. Gallen,9000
3001262720,4bs5d.os1e3,rent,2021-09-30T14:31:25.059162,,1,1650,250,1400,,104,1894,Wildeggstrasse 25,St. Gallen,9000
3001324401,876178.669e196f-0db5-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:25.079650,,,1400,,,,,,St. Georgenstrasse 36,St. Gallen,9000
3001046542,011466_2,rent,2021-09-30T14:31:25.272052,,,1650,,,,122,1920,Teufenerstrasse 170,St. Gallen,9000
3001109031,1310.03.3032,rent,2021-09-30T14:31:25.301280,,3,1445,,,,82,2010,Zürcherstrasse 84,St. Gallen,9000
3001330772,5724-1.goldinger.SM302.1108,rent,2021-09-30T14:31:25.329440,,2,1230,,,,82,,Buchwaldstrasse 2,St. Gallen,9008
3001350438,08069.01.1102,rent,2021-09-30T14:31:25.432279,,1,1240,,,,86,1920,Iddastrasse 22,St. Gallen,9008
3000688515,23037.02.410020,rent,2021-09-30T14:31:25.464425,,1,1200,,,,77,,Langgasse 155,St. Gallen,9008
3001353275,5171.02.0003,rent,2021-09-30T14:31:25.491125,,GF,1422,222,1200,,86,2012,Langgasse 6,St. Gallen,9008
3001321685,5676-1.goldinger.SM302.1111,rent,2021-09-30T14:31:25.588200,,3,1170,,,,76,,Buchwaldstrasse 2,St. Gallen,9008
3001175366,4/19/3504.834380.8f14059d-b969-11eb-820b-005056bdbc06,rent,2021-09-30T14:31:25.682449,,1,1370,190,1180,,65,,Sonnenhaldenstrasse 19,St. Gallen,9008
3001315889,01059.03.0007,rent,2021-09-30T14:31:25.816122,,3,1190,,,,74,2007,Espenmoosstrasse 12,St. Gallen,9008
3001378309,8154.01.0304,rent,2021-09-30T14:31:25.840026,,3,1550,,,,90,1910,Kugelgasse 3,St. Gallen,9000
3001381315,23030.03.420020,rent,2021-09-30T14:31:25.894695,,2,1350,150,1200,,70,1976,Sonnrainweg 14,St. Gallen,9008
3001346081,23035.02.440020,rent,2021-09-30T14:31:25.958863,,4,1050,,,,62,,Iddastrasse 30a,St. Gallen,9008
3001298694,23037.01.400010,rent,2021-09-30T14:31:25.980261,,GF,1090,,,,77,,Langgasse 153,St. Gallen,9008
3000922117,Verwaltung,rent,2021-09-30T14:31:26.114334,,2,1856,236,1620,,109,1968,St. Jakobstrasse 87,St. Gallen,9000
3001093133,3645.02.0101,rent,2021-09-30T14:31:26.136691,,1,1650,,,,68,1879,Spisergasse 27,St. Gallen,9000
3001145546,00913.01.0007,rent,2021-09-30T14:31:26.155246,,1,1870,310,1560,,111,1984,Stahlstrasse 9,St. Gallen,9000
3001309799,7,rent,2021-09-30T14:31:26.176845,,1,1867,260,1607,,110,,Feldlistr. 7,St. Gallen,9000
3001309907,"SG-Lämmlisbrunnenstrasse 43, 4-ZWG 4.OG - 1041.873678.020646c8-097a-11ec-8c59-005056bdbc06",rent,2021-09-30T14:31:26.299199,,4,1630,,,,,,Lämmlisbrunnenstrasse 43,St. Gallen,9000
3001223462,351.7107.860013.4426e5d5-eb7b-11eb-9c8e-005056bdbc06,rent,2021-09-30T14:31:26.314577,,1,1830,350,1480,,100,1995,Grüningerweg 8,St. Gallen,9000
3001259291,8902.04.0039,rent,2021-09-30T14:31:26.333358,,3,1500,,,,107,1983,Linsebühlstrasse 99,St. Gallen,9000
3001339138,1253-2.goldinger.SM264.1204_1,rent,2021-09-30T14:31:26.374944,,1,1600,,,,85,,Langgasse 29,St. Gallen,9000
3001096690,A8705,rent,2021-09-30T14:31:26.391454,,1,1620,,,,95,,Demutstrasse 7,St. Gallen,9000
3001004749,54629.01.0301,rent,2021-09-30T14:31:26.406083,,3,1800,250,1550,,101,1911,Schneebergstrasse 32,St. Gallen,9000
3001327124,"SG-Oststrasse 20, 3.5 ZWG 3.OG - 1031.876433.6c715e60-0ee5-11ec-8c59-005056bdbc06",rent,2021-09-30T14:31:26.419618,,3,1600,,,,85,,Oststrasse 20,St. Gallen,9000
3001314024,874426.311cdd80-0a8a-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:26.534226,,2,1650,,,,,,Flurhofstrasse 30,St. Gallen,9000
3001187814,pkfey.t015w,rent,2021-09-30T14:31:26.571214,,1,1480,,,,104,,Redingstrasse 4,St. Gallen,9000
3001096691,A8706,rent,2021-09-30T14:31:26.588322,,2,1590,,,,90,,Demutstrasse 7,St. Gallen,9000
3001350682,1055.2101.880859.98c1e58d-1636-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:26.608858,,GF,1790,200,1590,,77,,Grenzstrasse 1,St. Gallen,9000
3001310526,3266801,rent,2021-09-30T14:31:26.628147,,1,1780,,,,125,,Landhausstrasse 9,St. Gallen,9000
3001279170,53209.01.0201,rent,2021-09-30T14:31:26.657999,,2,1500,,,,,1953,Leimatstr. 26,St. Gallen,9000
3001327149,1002.092021.850994.31aa3e11-d988-11eb-84f0-005056bdbc06,rent,2021-09-30T14:31:26.673762,,GF,1750,200,1550,,85,,Obere Büschenstrasse 10,St. Gallen,9000
3001027277,172901.01.00401,rent,2021-09-30T14:31:26.699038,,4,1790,380,1410,,125,1920,Stahlstr. 5,St. Gallen,9000
3001118234,08083.02.0222,rent,2021-09-30T14:31:26.735584,,2,1140,,,,77,1988,Langgasse 11,St. Gallen,9008
3001385430,2655.5021,rent,2021-09-30T14:31:26.818877,,2,1620,,,,106,,Felsenstrasse 73 (BK),St. Gallen,9000
3001158514,1275.2581,rent,2021-09-30T14:31:26.883170,,8,1270,,,,,,Achslenstrasse 15,St. Gallen,9016
3001261017,3935.3032,rent,2021-09-30T14:31:26.896937,,3,1080,,,,57,1920,Kolumbanstrasse 36,St. Gallen,9008
3001279203,12103.01.10100,rent,2021-09-30T14:31:26.920329,,1,1000,,,,57,,Sonnenhaldenstrasse 8,St. Gallen,9008
3000836173,Langgasse.89.1402,rent,2021-09-30T14:31:26.940293,,4,1090,,,,76,,Langgasse 89,St. Gallen,9008
3001313199,1505.05.0501,rent,2021-09-30T14:31:26.956593,,5,1363,270,1093,,82,1986,Rorschacherstrasse 236,St. Gallen,9016
3001383609,4kngj.ixrf2,rent,2021-09-30T14:31:27.083234,,GF,2100,,,,100,,Hintere Bahnhofstrasse 13,St. Gallen,9000
3000402506,03159.01.0132,rent,2021-09-30T14:31:27.113691,,3,2130,240,1890,,97,1920,Goliathgasse 37,St. Gallen,9000
3001198020,5420.4041,rent,2021-09-30T14:31:27.156514,,,1900,,,,125,1937,Paradiesstrasse 36 (BK),St. Gallen,9000
3001340268,53804.03.0304,rent,2021-09-30T14:31:27.174011,,4,1990,210,1780,,100,1962,Berneggstr. 54,St. Gallen,9000
3001352970,27511.03.0202,rent,2021-09-30T14:31:27.194286,,2,1750,,,,96,2022,Ahornstrasse 23b,St. Gallen,9000
3001344757,2125.03.2242,rent,2021-09-30T14:31:27.236881,,5,1880,,,,86,2013,Dreilindenhang 22,St. Gallen,9000
3001331497,949200.01.0202,rent,2021-09-30T14:31:27.260583,,2,1730,,,,102,1971,Zwinglistrasse 19,St. Gallen,9000
3001348641,880432.6aa5a093-1599-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:27.321376,,2,1990,250,1740,,,1915,Schmiedgasse 16,St. Gallen,9000
3001186889,27511.02.0202,rent,2021-09-30T14:31:27.352139,,2,1730,,,,96,2022,Ahornstrasse 23a,St. Gallen,9000
3001384753,237-2.uze.4100-3063,rent,2021-09-30T14:31:27.363389,,6,1760,,,,145,,Teufenerstrasse 95 a,St. Gallen,9000
3001193043,010401.854876.80d5e8d8-e0ad-11eb-9c8e-005056bdbc06,rent,2021-09-30T14:31:27.388053,,4,1750,,,,115,,Schmiedgasse 19,St. Gallen,9000
3001090245,900002.1.200520009,rent,2021-09-30T14:31:27.404082,,GF,1700,,,,,1954,Unterstrasse 52,St. Gallen,9000
3001142508,100012.846687.a6945624-d046-11eb-92cc-005056bdbc06,rent,2021-09-30T14:31:27.432560,,1,1764,,,,91,,Scheidwegstrasse 22a,St. Gallen,9000
3001294665,11.501.208,rent,2021-09-30T14:31:27.443809,,,1740,,,,,,Dietlistrasse 61,St. Gallen,9000
3001103790,27510.03.0101,rent,2021-09-30T14:31:27.472940,,1,1690,,,,93,2021,Ahornstrasse 21b,St. Gallen,9000
3001336192,210909_4.5 Zi Whg._L2 - 1032.820763.b79d8347-a100-11eb-bcb9-005056bdbc06,rent,2021-09-30T14:31:27.549685,,3,1780,,,,99,,Langweidstrasse 2,St. Gallen,9000
3001030848,3124413,rent,2021-09-30T14:31:27.710378,,2,1900,280,1620,,100,1953,Burgstrasse 64,St. Gallen,9000
3000777323,2883277,rent,2021-09-30T14:31:27.813476,,4,1890,220,1670,,100,1881,Rosenbergstrasse 78,St. Gallen,9000
3001309677,SM1034.6202.873728.b651c6c5-098a-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:27.826271,,1,1870,200,1670,,90,,Brühlgasse 28,St. Gallen,9000
3001336200,210909-L4-5.5 Zi Whg_2033.738826.db39930d-144c-11eb-ab2f-005056bdbc06,rent,2021-09-30T14:31:27.839307,,3,1980,,,,125,,Langweidstrasse 4,St. Gallen,9000
3001253414,Multergasse65OG,rent,2021-09-30T14:31:27.853805,,4,3360,350,3010,,150,,Multergasse 6,St. Gallen,9000
3001177098,1504.04.0003,rent,2021-09-30T14:31:27.869390,,GF,1355,225,1130,,74,1960,Burenbüchelstr. 9,St. Gallen,9016
3001348593,880430.00c3cd8d-1596-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:27.928806,,5,2950,300,2650,,,1915,Schmiedgasse 16,St. Gallen,9000
3001198085,5592-1.goldinger.SM138.1102,rent,2021-09-30T14:31:27.942451,,2,2600,,,,140,,Hinterlauben 10,St. Gallen,9000
3001346308,51218.01.0201,rent,2021-09-30T14:31:27.955494,,2,2390,,,,147,2004,Bubenbergstr. 4,St. Gallen,9000
3001149210,A97F43Z_2Z64D49,rent,2021-09-30T14:31:27.980243,,2,2100,,,,100,2020,St. Georgen Strasse 20,St. Gallen,9000
3001382682,A97F43Z_22QA45W,rent,2021-09-30T14:31:28.028273,,,2100,,,,100,2020,St Georgen Str. 20,St. Gallen,9000
3001296047,20043.05.430080,rent,2021-09-30T14:31:28.059648,,3,2100,,,,116,2007,Waisenhausstrasse 5,St. Gallen,9000
3001207296,1055.1113.857263.f73a8b26-e57c-11eb-9c8e-005056bdbc06,rent,2021-09-30T14:31:28.108215,,4,2410,200,2210,,85,,Burgstrasse 51,St. Gallen,9000
3001201708,5590.01.0010,rent,2021-09-30T14:31:28.172111,,2,2370,370,2000,,130,1964,Stauffacherstrasse 5,St. Gallen,9000
3001336213,210909_5.5 Zi Whg._2023_2033.878368.6c01e583-1129-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:28.184503,,2,2340,270,2070,,123,,Langweidstrasse 8,St. Gallen,9000
3001370380,126335.01.00222,rent,2021-09-30T14:31:28.198319,,2,1920,,,,112,2019,Rosengartenstr. 29,St. Gallen,9000
3001142255,3192757,rent,2021-09-30T14:31:28.221773,,2,1950,,,,70,,Katharinengasse 8,St. Gallen,9000
3001142256,3192758,rent,2021-09-30T14:31:28.234645,,1,1900,,,,70,,Katharinengasse 8,St. Gallen,9000
3001312841,3268220,rent,2021-09-30T14:31:28.279438,,1,1980,,,,140,,Obere Felsenstrasse 2,St. Gallen,9000
3001369615,5gpc9.sxsx2,rent,2021-09-30T14:31:28.295484,,3,1900,,,,,,Duforstrasse 43,St. Gallen,9000
3001222100,SM1034.2202.859675.7f770201-eaef-11eb-9c8e-005056bdbc06,rent,2021-09-30T14:31:28.342847,,4,1950,,,,,,Spisergasse 15,St. Gallen,9000
3000781315,Liegenschaftsverwaltung,rent,2021-09-30T14:31:28.410694,,,1964,,,,113,1968,St. Jakobstrasse 91,St. Gallen,9000
3001014618,999940.01.00409,rent,2021-09-30T14:31:28.459319,,4,1860,,,,161,2009,Isenringweg 3,St. Gallen,9000
3001336203,210909_4.5 Zi Whg._2013.843355.e09a6347-ca77-11eb-8a82-005056bdbc06,rent,2021-09-30T14:31:28.500885,,1,2190,270,1920,,123,,Langweidstrasse 8,St. Gallen,9000
3001095313,25.19.101.837336.6d92dd63-bf82-11eb-bac8-005056bdbc06,rent,2021-09-30T14:31:28.515132,,GF,1350,150,1200,,77,,Vogelherdstrasse 19,St. Gallen,9016
3001271244,A95ZL3R_22C3Y5D,rent,2021-09-30T14:31:28.541507,,GF,1150,,,,,,Martinsbruggstrasse 30,St. Gallen,9016
3001334112,8904.11.0002,rent,2021-09-30T14:31:28.592892,,GF,1345,195,1150,,73,1995,Zilweg 13,St. Gallen,9016
3001381706,5690.04.1003,rent,2021-09-30T14:31:28.621201,,1,1420,,,,80,2003,Haggenstr. 60,St. Gallen,9014
3001385396,5416.02.0081,rent,2021-09-30T14:31:28.640090,,GF,1100,,,,80,1967,Zilstrasse 36,St. Gallen,9016
3001315241,5712.goldinger.SM314.5108,rent,2021-09-30T14:31:28.710031,,2,1380,,,,71,,Ullmannstrasse 23,St. Gallen,9014
3001279899,46947344,rent,2021-09-30T14:31:28.723513,,,1350,,,,90,,Sömmerlistrasse,St. Gallen,9000
3001279168,55415.03.0103,rent,2021-09-30T14:31:28.746859,,1,1370,,,,73,2019,Haggenstr. 86,St. Gallen,9014
3001314391,47181844,rent,2021-09-30T14:31:28.834437,,,1330,,,,74,,Scheibenackerstrasse 14,St. Gallen,9000
3001359296,47501198,rent,2021-09-30T14:31:28.849833,,,1290,,,,,,Dianastrasse 15,St. Gallen,9000
3001368924,46571733,rent,2021-09-30T14:31:28.898085,,,1280,,,,,,Gossau,St. Gallen,9000
3001374139,47610288,rent,2021-09-30T14:31:28.929785,,,1200,,,,,,Zimmerstrasse 9,St. Gallen,9000
3001367011,40892661,rent,2021-09-30T14:31:28.944422,,,1200,,,,73,,Krontalstrasse 8,St. Gallen,9000
3001282418,46039422,rent,2021-09-30T14:31:28.970064,,,1200,,,,,,Zimmerstrasse 9,St. Gallen,9000
3001326801,47268733,rent,2021-09-30T14:31:28.995602,,,1065,,,,70,,Zürcherstrasse 56,St. Gallen,9000
3001329858,47289267,rent,2021-09-30T14:31:29.079017,,,890,,,,50,,Berneggstrasse 52,St. Gallen,9000
3001335398,47317607,rent,2021-09-30T14:31:29.094221,,,900,,,,110,,Wildeggstrasse 20,St. Gallen,9000
3001352236,47434633,rent,2021-09-30T14:31:29.168917,,,700,,,,,,Tannenstrasse,St. Gallen,9000
3001346955,47395363,rent,2021-09-30T14:31:29.183281,,,680,,,,,,metzgergasse,St. Gallen,9000
3001297070,47054477,rent,2021-09-30T14:31:29.221398,,,530,,,,,,Guisanstrasse,St. Gallen,9000
3001333032,46331070,rent,2021-09-30T14:31:29.253285,,,600,,,,20,,Rorschacherstrasse 198,St. Gallen,9000
3001382280,47680500,rent,2021-09-30T14:31:29.295107,,,600,,,,14,,Krontalstrasse,St. Gallen,9000
3001382271,47675799,rent,2021-09-30T14:31:29.308724,,,690,,,,25,,Löwengasse,St. Gallen,9000
3001368836,47566978,rent,2021-09-30T14:31:29.380061,,,450,,,,,,Rorschacher Strasse 123,St. Gallen,9000
3001289986,47008531,rent,2021-09-30T14:31:29.473490,,,1930,,,,140,,Rorschacherstrasse 196a,St. Gallen,9000
3001363675,809067.a0009000005qcHBAAY,rent,2021-09-30T14:31:29.515060,,2,1370,,,,80,,Bernhardswiesstrasse 11,St. Gallen,9014
3001252984,46753103,rent,2021-09-30T14:31:29.592011,,,1500,,,,50,,Haggenstrasse 9,St. Gallen,9000
3001354992,47460695,rent,2021-09-30T14:31:29.605256,,,3600,,,,40,,Rorschacherstrasse,St. Gallen,9000
3001335407,47319349,rent,2021-09-30T14:31:29.672255,,,1450,,,,65,,Paradiesstrasse 2a,St. Gallen,9000
3001289987,47008700,rent,2021-09-30T14:31:29.686261,,,1490,,,,85,,Rorschacherstrasse 206,St. Gallen,9000
3001289983,47008249,rent,2021-09-30T14:31:29.749843,,,1400,,,,80,,Fidesstrasse 12,St. Gallen,9000
3001371343,47595430,rent,2021-09-30T14:31:29.784166,,,1350,,,,90,,Sömmerlistrasse,St. Gallen,9000
3001295565,5412.13.0107,rent,2021-09-30T14:31:29.796540,,1,1500,270,1230,,75,1973,Oberstrasse 293 C,St. Gallen,9014
3001337174,10104.1.1042,rent,2021-09-30T14:31:29.808772,,4,1300,,,,61,,Rickenstrasse 4,St. Gallen,9014
3001317844,44064.01.420020,rent,2021-09-30T14:31:29.829914,,2,1200,,,,,,Lehnstrasse 98,St. Gallen,9014
3001234723,5026.03.0023,rent,2021-09-30T14:31:29.846260,,2,1310,,,,70,2006,Oberstrasse 255,St. Gallen,9014
3001285267,46979972,rent,2021-09-30T14:31:29.859235,,,1390,,,,85,,Fellenbergstrasse 68,St. Gallen,9000
3001381009,132511.01.00003,rent,2021-09-30T14:31:29.932204,,GF,1140,,,,,1960,Hinterberg 42,St. Gallen,9014
3001380667,10057.2.1023,rent,2021-09-30T14:31:30.303975,,2,1360,100,1260,,53,1930,Rickenstrasse 20,St. Gallen,9014
3001314022,2110.1.3.874424.4b073b85-0a65-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:30.386235,,1,1060,,,,,,Wolfgangstr. 71,St. Gallen,9014
3001145758,ERALANG2.ERALANG2.ERALANG2,rent,2021-09-30T14:31:30.406050,,1,1100,,,,65,,Langgasse 59c,St. Gallen,9008
3001260432,10104.1.1012,rent,2021-09-30T14:31:30.417608,,1,1190,,,,48,,Rickenstrasse 4,St. Gallen,9014
3001347881,A9UXD3S_2ZBJW4T,rent,2021-09-30T14:31:30.435431,,GF,1020,,,,60,,Farbgutstrasse 10,St. Gallen,9008
3001349993,A9UXD3S_2ZBJW4T,rent,2021-09-30T14:31:30.451168,,GF,1020,,,,60,,Farbgutstrasse 10,St. Gallen,9008
3001303637,Domänenstrasse.2.2,rent,2021-09-30T14:31:30.462270,,GF,1035,,,,68,,Domänenstrasse 2,St. Gallen,9008
3001285527,870214.80720560-018b-11ec-bf79-005056bdbc06,rent,2021-09-30T14:31:30.617357,,1,1170,190,980,,65,,Langgasse 139,St. Gallen,9008
3001330645,5741.goldinger.SM302.1109,rent,2021-09-30T14:31:30.677347,,2,1000,,,,68,,Buchwaldstrasse 2,St. Gallen,9008
3001076510,822054.5678a255-a2a0-11eb-bcb9-005056bdbc06,rent,2021-09-30T14:31:30.709211,,GF,1155,235,920,,60,,Buchwaldstrasse 1,St. Gallen,9008
3001204679,1059.01.1022,rent,2021-09-30T14:31:30.780657,,2,960,,,,1,,Spyristrasse 9,St. Gallen,9008
3001350618,01812.01.0003,rent,2021-09-30T14:31:30.821250,,2,1090,170,920,,,1964,Bruggwaldstrasse 35,St. Gallen,9008
3001264914,Domänenstrasse.2.9,rent,2021-09-30T14:31:30.843363,,4,1000,,,,75,,Domänenstrasse 2,St. Gallen,9008
3001077981,53223.01.0102,rent,2021-09-30T14:31:30.925722,,1,790,,,,,1900,Lettenstrasse 1,St. Gallen,9008
3000977089,2380.2.20100,rent,2021-09-30T14:31:30.938717,,2,850,,,,51,,Schubertweg 3,St. Gallen,9008
3001284556,54801.01.0301,rent,2021-09-30T14:31:30.952112,,3,860,,,,70,1919,Taubenstr. 4,St. Gallen,9008
3001319740,51211.03.0201,rent,2021-09-30T14:31:30.963280,,2,990,210,780,,48,1964,Bruggwaldstr. 1a,St. Gallen,9008
3001295318,871539.dc3dea6b-04da-11ec-bf79-005056bdbc06,rent,2021-09-30T14:31:31.049576,,2,1055,180,875,,50,,Langgasse 44,St. Gallen,9008
3001330265,1560-9.875829.c8958259-0c7b-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:31.062201,,,800,,,,30,2022,Ahornstrasse 60,St. Gallen,9000
3001260433,10033.1.1012,rent,2021-09-30T14:31:31.089705,,1,870,80,790,,30,1924,Buchentalstrasse 5,St. Gallen,9000
3001366187,unusbasic,rent,2021-09-30T14:31:31.102783,,,780,,,,23,2021,Brauerstrasse 21 / 23,St. Gallen,9000
3001380928,7527.03.0010,rent,2021-09-30T14:31:31.148779,,2,700,,,,42,1956,Leuenbergerstrasse 12,St. Gallen,9000
3001383633,d0nin.uu7y1,rent,2021-09-30T14:31:31.163686,,1,864,85,779,,59,1972,Zwyssigstrasse 11,St. Gallen,9000
3001384879,181.5.2ZWHP,rent,2021-09-30T14:31:31.186781,,GF,755,,,,30,,Waldaustrasse 5,St. Gallen,9000
3000372352,ZXW119000,rent,2021-09-30T14:31:31.204422,,2,840,,,,16,,Waldaustrasse 5,St. Gallen,9000
3001300342,MZi5,rent,2021-09-30T14:31:31.230639,,2,750,,,,25,,Müller-Friedbergstrasse 22,St. Gallen,9000
3001311883,874053.750dc157-0a31-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:31.254382,,4,840,120,720,,40,,Rorschacher Strasse 183,St. Gallen,9000
3001377924,6102.01.0302,rent,2021-09-30T14:31:31.389548,,3,730,,,,30,1920,Burgstrasse 80,St. Gallen,9000
3001292440,Bunnen8.10804,rent,2021-09-30T14:31:31.414274,,GF,705,,,,34,,Brunnenbergstrasse 8,St. Gallen,9000
3001323989,133702.01.00301,rent,2021-09-30T14:31:31.465170,,3,670,,,,,,Röschstr. 7,St. Gallen,9000
3001380421,989566.888165.03370b59-2042-11ec-842e-005056bdbc06,rent,2021-09-30T14:31:31.505397,,2,650,,,,,,St. Georgenstrasse 36,St. Gallen,9000
3001380921,1489.01.0102,rent,2021-09-30T14:31:31.524103,,1,710,,,,35,1920,Ruhbergstrasse 48,St. Gallen,9000
3001349920,Mü-Zi4,rent,2021-09-30T14:31:31.544868,,2,690,,,,,,Müller-Friedbergstrasse 22,St. Gallen,9000
3001336211,210909_2 Zi Whg._FL159.873641.12dbd5d8-0970-11ec-8c59-005056bdbc06,rent,2021-09-30T14:31:31.593433,,GF,700,,,,,,Flurhofstrasse 159,St. Gallen,9000
3001221054,..58.1.1.680484.6489d40b-b08b-11ea-97df-005056bdbc06,rent,2021-09-30T14:31:31.610938,,1,690,,,,,,Falkensteinstrasse 85,St. Gallen,9000
3001318084,10254.1.1003.3,rent,2021-09-30T14:31:31.630169,,1,690,,,,43,,Brauerstrasse 5,St. Gallen,9000
3001271252,3 Zi-Wg 2. OG rechts - Fuchsenstrasse 9 1,rent,2021-09-30T14:31:31.691878,,2,880,,,,,,Fuchsenstrasse 9,St. Gallen,9016
3001222803,1212.02.0306,rent,2021-09-30T14:31:31.746380,,3,680,110,570,,20,1970,Achslenstr.5,St. Gallen,9016
3001298519,1212.02.0305,rent,2021-09-30T14:31:31.764072,,3,1890,370,1520,,90,1970,Achslenstr.5,St. Gallen,9016
3001354881,20120.1.1032,rent,2021-09-30T14:31:31.794817,,3,1801,250,1551,,91,1981,Tablatstrasse 10,St. Gallen,9016
3001340922,W4 2OG,rent,2021-09-30T14:31:31.818180,,3,1020,,,,80,1921,Walserstrasse 4,St. Gallen,9014
3001354883,20120.4.4041,rent,2021-09-30T14:31:31.834567,,4,1685,250,1435,,91,1981,Tablatstrasse 10c,St. Gallen,9016
3001319062,1504.05.0301,rent,2021-09-30T14:31:31.847087,,3,1430,250,1180,,79,1960,Burenbüchelstr. 11,St. Gallen,9016
3001203380,02947.01.1104,rent,2021-09-30T14:31:31.883627,,1,1490,,,,88,2017,Favrestrasse 17,St. Gallen,9016
3000893601,10057.2.1043,rent,2021-09-30T14:31:31.896524,,4,1195,100,1095,,51,1930,Rickenstrasse 20,St. Gallen,9014
3000999081,3051663,rent,2021-09-30T14:31:31.968669,,7,1070,,,,50,,Bernhardswiesstrasse 11,St. Gallen,9014
3001302972,10104.1.1001,rent,2021-09-30T14:31:32.041926,,GF,1090,,,,38,,Rickenstrasse 4,St. Gallen,9014
3001059539,5242.goldinger.SM319.2110,rent,2021-09-30T14:31:32.055480,,4,990,,,,65,,Zürcherstrasse 284,St. Gallen,9014
3001002079,3858.goldinger.SM319.2101,rent,2021-09-30T14:31:32.094030,,1,1030,,,,65,,Zürcherstrasse 284,St. Gallen,9014
3001380181,092021WhgZürcherstr,rent,2021-09-30T14:31:32.147786,,1,1050,,,,,,Zürcherstrasse 201,St. Gallen,9014
3001319737,51802.09.0003,rent,2021-09-30T14:31:32.161672,,GF,970,,,,47,1984,Engelwiesstrasse 5c,St. Gallen,9014
3001328965,10057.2.1021,rent,2021-09-30T14:31:32.176943,,2,1095,100,995,,38,1930,Rickenstrasse 20,St. Gallen,9014
3001185037,5617.goldinger.SM319.1103,rent,2021-09-30T14:31:32.209404,,2,940,,,,55,,Zürcherstrasse 282,St. Gallen,9014
3001180367,12004.02.410020,rent,2021-09-30T14:31:32.290833,,1,720,,,,40,1970,Wolfgangstrasse 67,St. Gallen,9014
3001380668,10057.2.1002,rent,2021-09-30T14:31:32.304148,,GF,890,100,790,,29,1930,Rickenstrasse 20,St. Gallen,9014
3001352497,901401.1.20025001,rent,2021-09-30T14:31:32.360892,,1,680,,,,,1966,Moosstrasse 25,St. Gallen,9014
3001380176,Zürcherstr201StGALLEN,rent,2021-09-30T14:31:32.376005,,3,360,,,,,,Zürcherstrasse 201,St. Gallen,9014
3001368962,4193.8001,rent,2021-09-30T14:31:32.398272,,-1,150,,,,,,Lehnstrasse 103,St. Gallen,9014
3001294335,34497600,rent,2021-09-30T14:31:32.458507,,,1890,,,,120,,Zürcherstrasse 438,St. Gallen,9015
3001384667,TG2146.TG2146.TG2146,rent,2021-09-30T14:31:32.473810,,2,575,,,,20,,Zürcherstrasse 240,St. Gallen,9014
